index,input,group,url,title,old_model_match,old_authority,page_role_screen,current_title_url_relation,current_title_url_reason,current_operator_seed,current_seed_scope,archived_page_inspection,archived_response_body,review_screen,historical_manual_verdict
18,Ubiquiti UniFi U7 Pro,secondary,https://ebay.de/itm/398350563490,Ubiquiti U7 - Pro UniFi Tri-Band WiFi 7 Access Point Ceiling Mountable PoE+ | eBay.de 새 창 열림,weak,secondary,product,weak,Title mentions the model but the URL does not identify the complete model.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,secondary,https://dl.ui.com/qig/u7-pro,U7 Pro Installation Guide - Ubiquiti,weak,secondary,product,weak,Search result contains only a probable base-model relation.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,secondary,https://dongknows.com/ubiquiti-u7-pro-outdoor-review,Dong Knows Tech dongknows.com › ubiquiti-u7-pro-outdoor-review 새 창 열림,weak,secondary,product,weak,Search result contains only a probable base-model relation.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,secondary,https://amazon.com/Ubiquiti-Networks-Adapter-Included-U7-Pro-US/dp/B0CW1VSBXJ,Ubiquiti Networks UniFi 7 Pro | WiFi 7 Access Point | US Model - Amazon,weak,secondary,product,weak,Title mentions the model but the URL does not identify the complete model.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://kaufland.cz/product/508496072,"Ubiquiti CloudKey+, ÄernÃ¡, Å edÃ¡, HlinÃ­k, StolnÃ­ / montÃ¡Å¾ do",rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://mynetworktraining.com/p/huawei-bundle-update,Huawei Bundle 새 창 열림,rejected,secondary,product,likely_variant,"Candidate names a distinct bundle, kit, or refill configuration.",unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://mynetworktraining.com/p/juniper-bundle-update,Juniper Bundle 새 창 열림,rejected,secondary,product,likely_variant,"Candidate names a distinct bundle, kit, or refill configuration.",unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://mynetworktraining.com/p/mikrotik-bundle-update,MikroTik Bundle 새 창 열림,rejected,secondary,product,likely_variant,"Candidate names a distinct bundle, kit, or refill configuration.",unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://mynetworktraining.com/p/opnsense-bundle2,OPNsense Bundle 새 창 열림,rejected,secondary,product,likely_variant,"Candidate names a distinct bundle, kit, or refill configuration.",unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://scoop.co.za/products/wired-networking,Wired Networking 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ui.com/download/unifi,Software Downloads - Ubiquiti,rejected,secondary,support,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://store.ui.com/us/en,Ubiquiti Store 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://store.ui.com/us/en/category/all-cloud-gateways,Cloud Gateways 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://store.ui.com/us/en/category/all-door-access,Door Access 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://store.ui.com/us/en/category/all-integrations,Integrations 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://store.ui.com/us/en/category/all-physical-security,Physical Security 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://store.ui.com/us/en/category/all-switching,Switching 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://store.ui.com/us/en/category/all-wifi,WiFi 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://store.ui.com/us/en?s=us&l=en,Store 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,http://broadband-hamnet.org/applications-for-the-mesh.html,APPLICATIONS 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,http://broadband-hamnet.org/awards.html,AWARDS 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,http://broadband-hamnet.org/googlemapped-mesh-nodes.html,Map 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,http://broadband-hamnet.org/news.html,NEWS 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://accio.com/plp/unifi-5g-pro,Accio Work www.accio.com › unifi-5g-pro 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://alza.cz/alzabox,Alzaboxy na kaÅ¾dÃ©m rohu,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://alza.cz/alzaplus,AlzaPlus+ doruÄenÃ­ zdarma,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://alza.cz/moznost-vratit-zbozi-do-60-dnu-art8973.htm,MoÅ¾nost vrÃ¡cenÃ­ do 60 dnÅ¯,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://alza.cz/servis-v-alza-cz,OkamÅ¾itÃ¡ vÃ½mÄna zboÅ¾Ã­,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://alza.cz/sitove-prvky/sitove-karty/18843099.htm,SÃ­Å¥ovÃ© karty,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://apps.apple.com/kr/app/vn-%EC%82%AC%EC%A7%84-%EB%B0%8F-%EB%8F%99%EC%98%81%EC%83%81-%ED%8E%B8%EC%A7%91%EA%B8%B0/id1343581380,App Store apps.apple.com › .. › 사진 및 비디오 › VN: 사진 및 동영상 편집기 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://asbisafrica.co.za/vendors/ubiquiti,Ubiquiti official reseller | Asbis South Africa,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://asbisme.ae/asbis-news,News 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://asbisme.ae/b2b-shop,B2B shop 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://asbisme.ae/career,Career 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://asbisme.ae/it-distribution,IT Distribution 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://asbisme.ae/vendors,Brands 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://broadband-hamnet.org/web-links.html,Web Links 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://datart.cz/ip-kamera-ubiquiti-unifi-protect-uvc-g5-bullet-outdoor-4mpx-ir-poe-napajeni-lan-100mb-uvc-g5-bullet-bila,IP kamera Ubiquiti - Na DATART.cz za 3399 KÄ,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://datart.cz/napoveda/chytrart,CHYTRART,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://datart.cz/napoveda/dopravart,DOPRAVART,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://datart.cz/napoveda/nakup-na-splatky,NÃ¡kup na splÃ¡tky,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://datart.cz/napoveda/rychlart,DoruÄenÃ­ domÅ¯ do 60 minut,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://help.ui.com/hc/en-us,Support 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://hostifi.com/uisp,UISP 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://hostifi.com/wall-of-love,Wall of Love 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://i4wifi.cz/Kontakty,Kontakt,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://i4wifi.cz/LB-Link-1,LB-Link,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://i4wifi.cz/MikroTik-RouterBoardy,MikroTik,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://i4wifi.cz/TP-Link,TP-Link,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://i4wifi.cz/Ubiquiti-NS-Bullet,Ubiquiti,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://i4wifi.cz/cs/kategorie/152018-ubiquiti,SÃ­Å¥ovÃ© prvky Ubiquiti skladem - DodÃ¡me rychle a spolehlivÄ,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://i4wifi.cz/cs/stranky/112-informace-k-nadstandardni-zaruce,MoÅ¾nost 5letÃ© zÃ¡ruky,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ko.manuals.plus/asin/B079DSW6XX,Manuals ko.manuals.plus › asin 새 창 열림,rejected,secondary,document,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ko.manuals.plus/asin/B0FKK1HDQ1,Manuals ko.manuals.plus › asin 새 창 열림,rejected,secondary,document,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://meet.hostifi.com/sales,Book a Demo 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://mironet.cz/ubiquiti-networks+c31930,"Ubiquiti UniFi systÃ©my - SilnÃ© pokrytÃ­, stabilnÃ­ provoz",rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://mynetworktraining.com/courses,All Courses 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://nexgntech.com/d-link,D-Link 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://nexgntech.com/mikrotik,Mikrotik 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://nexgntech.com/pfsense,pfsense 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://nexgntech.com/services,Services 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://nexgntech.com/ubiquiti,Ubiquiti 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://o-seznam.cz/napoveda/prohlizece,NajÃ­t jinÃ½ prohlÃ­Å¾eÄ,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://o-seznam.cz/napoveda/vyhledavani,NÃ¡povÄda,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://play.google.com/store/apps/details?id=com.ubnt.usurvey,Google Play play.google.com › apps › com.ubnt.usurvey 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://scoop.co.za/information,Resources 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://scoop.co.za/manufacturers,Brands 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://scoop.co.za/wishlist,My Wish List 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://senetic.co.uk/category/ubiquiti-8879,Ubiquiti - official product offering - Senetic,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://silmicro.com/account.php,Account 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://silmicro.com/internet-networking-routers,Routers 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://silmicro.com/point-to-multipoint,Point to Multipoint 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://silmicro.com/point-to-point,Point to Point 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://silmicro.com/wifi-wireless-access-point,Access Point 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://silmicro.com/wishlist.php,Your Lists 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://svrforum.com/itnews/1150957,서버포럼 svrforum.com › itnews 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ui.com/cloud-gateways,Cloud Gateways 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ui.com/distributors,ui.com www.ui.com › distributors 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ui.com/door-access,Door Access 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ui.com/physical-security,Physical Security 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ui.com/switching,Switching 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ui.com/us/en/cloud-gateways?s=us&l=en,Cloud Gateways 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ui.com/us/en/physical-security?s=us&l=en,Physical Security 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ui.com/us/en/switching?s=us&l=en,Switching 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ui.com/us/en/wifi?s=us&l=en,WiFi 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ui.com/wifi,ui.com ui.com › wifi 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ui.com/wifi/flagship,UniFi Flagship WiFi Access Points - Ubiquiti,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://uisp.com/uisp-overview,uisp.com › uisp-overview 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://broadband-hamnet.org/hsmm-mesh-forums.html,HSMM-MESH™ Forums 새 창 열림,rejected,secondary,product,reject,"Search result has person, sports, profile, wiki, or forum context.",unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://dongknows.com/ux7-3-unifi-home-wi-fi-7-whole-home-wifi-mesh-review,dongknows.com dongknows.com › Reviews 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://scoop.co.za/products,Products 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://store.hostifi.com/,Store 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://store.ui.com/,ui.com store.ui.com 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://alza.cz/,ObrovskÃ½ vÃ½bÄr produktÅ¯,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://asbisme.ae/,asbisme.ae www.asbisme.ae 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://blog.ui.com/,ui.com blog.ui.com 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://broadband-hamnet.org/,broadband-hamnet.org www.broadband-hamnet.org 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ebay.com/itm/297671061179,eBay www.ebay.com › itm 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://hostifi.com/,hostifi.com www.hostifi.com 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://installers.ui.com/,Ubiquiti - Find Certified Installers,rejected,secondary,product,reject,Requested exact model/article is absent from the search result. Brand-only evidence is insufficient.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://mynetworktraining.com/,mynetworktraining.com mynetworktraining.com 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://mynetworktraining.com/?sa=off,My Network Training 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://nexgntech.com/,nexgntech.com nexgntech.com 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://scoop.co.za/,scoop.co.za scoop.co.za 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://silmicro.com/,silmicro.com www.silmicro.com 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://ui.com/,ui.com ui.com 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://wisp.net.au/,wisp.net.au wisp.net.au 새 창 열림,rejected,secondary,product,reject,Requested exact model/article is absent from the search result.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://myproav.com/product/%ED%95%B4%EC%99%B8-u7-pro-max-us-ubiquiti-unifi-u7-pro-max-tri-band-wi-fi-7-access-poi/46716/category/139/display/1,myproav myproav.com › 해외-u7-pro-max-us-ubiquiti-unifi-u7-pro-max-tri-band-wi-fi-7-access-poi 새 창 열림,rejected,secondary,product,reject,Search result names a different commercial-model variant.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://bestbuy.com/product/ubiquiti-networks-unifi-u7-lite-dual-band-wireless-access-point-u7-lite-us-white/J3GWCHZWJ2,Best Buy www.bestbuy.com › .. › Wi-Fi & Networking › Wireless Access Points 새 창 열림,rejected,secondary,product,reject,Search result names a different commercial-model variant.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://techspecs.ui.com/unifi/wifi/u7-pro-max,UniFi U7 Pro Max - Tech Specs - Ubiquiti,rejected,secondary,product,reject,Search result names a different commercial-model variant.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://alza.cz/forum/ubiquiti-unifi-u7-pro-max-12616271.htm,Ubiquiti UniFi U7 Pro Max - ÄastÃ© dotazy na Alza.cz,rejected,secondary,forum,reject,Search result names a different commercial-model variant.,unknown,unknown,False,False,requires_content,not_reconstructible
18,Ubiquiti UniFi U7 Pro,rejected,https://bhphotovideo.com/c/compare/Ubiquiti_UniFi+U6+Enterprise+Wi-Fi+6E+Tri-Band+Access+Point_vs_Ubiquiti_UniFi+U7+Pro+Tri-Band+Wi-Fi+7+Access+Point+5-Pack_vs_Ubiquiti_UniFi+U7+Pro+Max+Tri-Band+Wi-Fi+7+Access+Point/BHitems/1732730-REG_1923687-REG_1835792-REG,Compare Ubiquiti UniFi U6 Enterprise Wi-Fi 6E Tri-Band Access Point vs Ubiquiti UniFi U7 Pro Tri-Band Wi-.... 새 창 열림,rejected,secondary,product,reject,Search result names a different commercial-model variant.,unknown,unknown,False,False,requires_content,not_reconstructible
